code,term
O00,Ectopic pregnancy
O00.0,Abdominal pregnancy
O00.1,Tubal pregnancy
O00.2,Ovarian pregnancy
O00.8,Other ectopic pregnancy
O00.9,"Ectopic pregnancy, unspecified"
O01,Hydatidiform mole
O01.0,Classical hydatidiform mole
O01.1,Incomplete and partial hydatidiform mole
O01.9,"Hydatidiform mole, unspecified"
O02,Other abnormal products of conception
O02.0,Blighted ovum and nonhydatidiform mole
O02.1,Missed abortion
O02.8,Other specified abnormal products of conception
O02.9,"Abnormal product of conception, unspecified"
O03,Spontaneous abortion
O03.0,"Spontaneous abortion: Incomplete, complicated by genital tract and pelvic infection"
O03.1,"Spontaneous abortion: Incomplete, complicated by delayed or excessive haemorrhage"
O03.2,"Spontaneous abortion: Incomplete, complicated by embolism"
O03.3,"Spontaneous abortion: Incomplete, with other and unspecified complications"
O03.4,"Spontaneous abortion: Incomplete, without complication"
O03.5,"Spontaneous abortion: Complete or unspecified, complicated by genital tract and pelvic infection"
O03.6,"Spontaneous abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage"
O03.7,"Spontaneous abortion: Complete or unspecified, complicated by embolism"
O03.8,"Spontaneous abortion: Complete or unspecified, with other and unspecified complications"
O03.9,"Spontaneous abortion: Complete or unspecified, without complication"
O04,Medical abortion
O04.0,"Medical abortion: Incomplete, complicated by genital tract and pelvic infection"
O04.1,"Medical abortion: Incomplete, complicated by delayed or excessive haemorrhage"
O04.2,"Medical abortion: Incomplete, complicated by embolism"
O04.3,"Medical abortion: Incomplete, with other and unspecified complications"
O04.4,"Medical abortion: Incomplete, without complication"
O04.5,"Medical abortion: Complete or unspecified, complicated by genital tract and pelvic infection"
O04.6,"Medical abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage"
O04.7,"Medical abortion: Complete or unspecified, complicated by embolism"
O04.8,"Medical abortion: Complete or unspecified, with other and unspecified complications"
O04.9,"Medical abortion: Complete or unspecified, without complication"
O05,Other abortion
O05.0,"Other abortion: Incomplete, complicated by genital tract and pelvic infection"
O05.1,"Other abortion: Incomplete, complicated by delayed or excessive haemorrhage"
O05.2,"Other abortion: Incomplete, complicated by embolism"
O05.3,"Other abortion: Incomplete, with other and unspecified complications"
O05.4,"Other abortion: Incomplete, without complication"
O05.5,"Other abortion: Complete or unspecified, complicated by genital tract and pelvic infection"
O05.6,"Other abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage"
O05.7,"Other abortion: Complete or unspecified, complicated by embolism"
O05.8,"Other abortion: Complete or unspecified, with other and unspecified complications"
O05.9,"Other abortion: Complete or unspecified, without complication"
O06,Unspecified abortion
O06.0,"Unspecified abortion: Incomplete, complicated by genital tract and pelvic infection"
O06.1,"Unspecified abortion: Incomplete, complicated by delayed or excessive haemorrhage"
O06.2,"Unspecified abortion: Incomplete, complicated by embolism"
O06.3,"Unspecified abortion: Incomplete, with other and unspecified complications"
O06.4,"Unspecified abortion: Incomplete, without complication"
O06.5,"Unspecified abortion: Complete or unspecified, complicated by genital tract and pelvic infection"
