code,term
R00,Abnormalities of heart beat
R00.0,"Tachycardia, unspecified"
R00.1,"Bradycardia, unspecified"
R00.2,Palpitations
R00.3,"Pulseless electrical activity, not elsewhere classified"
R00.8,Other and unspecified abnormalities of heart beat
R01,Cardiac murmurs and other cardiac sounds
R01.0,Benign and innocent cardiac murmurs
R01.1,"Cardiac murmur, unspecified"
R01.2,Other cardiac sounds
R02,"Gangrene, not elsewhere classified"
R03,"Abnormal blood-pressure reading, without diagnosis"
R03.0,"Elevated blood-pressure reading, without diagnosis of hypertension"
R03.1,Nonspecific low blood-pressure reading
R04,Haemorrhage from respiratory passages
R04.0,Epistaxis
R04.1,Haemorrhage from throat
R04.2,Haemoptysis
R04.8,Haemorrhage from other sites in respiratory passages
R04.9,"Haemorrhage from respiratory passages, unspecified"
R05,Cough
R06,Abnormalities of breathing
R06.0,Dyspnoea
R06.1,Stridor
R06.2,Wheezing
R06.3,Periodic breathing
R06.4,Hyperventilation
R06.5,Mouth breathing
R06.6,Hiccough
R06.7,Sneezing
R06.8,Other and unspecified abnormalities of breathing
R07,Pain in throat and chest
R07.0,Pain in throat
R07.1,Chest pain on breathing
R07.2,Precordial pain
R07.3,Other chest pain
R07.4,"Chest pain, unspecified"
R09,Other symptoms and signs involving the circulatory and respiratory systems
R09.0,Asphyxia
R09.1,Pleurisy
R09.2,Respiratory arrest
R09.3,Abnormal sputum
R09.8,Other specified symptoms and signs involving the circulatory and respiratory systems
R10,Abdominal and pelvic pain
R10.0,Acute abdomen
R10.1,Pain localized to upper abdomen
R10.2,Pelvic and perineal pain
R10.3,Pain localized to other parts of lower abdomen
R10.4,Other and unspecified abdominal pain
R11,Nausea and vomiting
R12,Heartburn
R13,Dysphagia
R14,Flatulence and related conditions
R15,Faecal incontinence
R16,"Hepatomegaly and splenomegaly, not elsewhere classified"
R16.0,"Hepatomegaly, not elsewhere classified"
R16.1,"Splenomegaly, not elsewhere classified"
R16.2,"Hepatomegaly with splenomegaly, not elsewhere classified"
R17,"Hyperbilirubinaemia, with or without jaundice, not elsewhere classified"
R17.0,"Hyperbilirubinaemia with mention of jaundice, not elsewhere classified"
R17.9,"Hyperbilirubinaemia without mention of jaundice, not elsewhere classified"
R18,Ascites
R19,Other symptoms and signs involving the digestive system and abdomen
R19.0,"Intra-abdominal and pelvic swelling, mass and lump"
R19.1,Abnormal bowel sounds
R19.2,Visible peristalsis
R19.3,Abdominal rigidity
R19.4,Change in bowel habit
R19.5,Other faecal abnormalities
R19.6,Halitosis
R19.8,Other specified symptoms and signs involving the digestive system and abdomen
R20,Disturbances of skin sensation
R20.0,Anaesthesia of skin
R20.1,Hypoaesthesia of skin
R20.2,Paraesthesia of skin
R20.3,Hyperaesthesia
R20.8,Other and unspecified disturbances of skin sensation
R21,Rash and other nonspecific skin eruption
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue"
R22.0,"Localized swelling, mass and lump, head"
R22.1,"Localized swelling, mass and lump, neck"
R22.2,"Localized swelling, mass and lump, trunk"
R22.3,"Localized swelling, mass and lump, upper limb"
R22.4,"Localized swelling, mass and lump, lower limb"
R22.7,"Localized swelling, mass and lump, multiple sites"
R22.9,"Localized swelling, mass and lump, unspecified"
R23,Other skin changes
R23.0,Cyanosis
R23.1,Pallor
R23.2,Flushing
R23.3,Spontaneous ecchymoses
R23.4,Changes in skin texture
R23.8,Other and unspecified skin changes
R25,Abnormal involuntary movements
R25.0,Abnormal head movements
R25.1,"Tremor, unspecified"
R25.2,Cramp and spasm
R25.3,Fasciculation
R25.8,Other and unspecified abnormal involuntary movements
R26,Abnormalities of gait and mobility
R26.0,Ataxic gait
R26.1,Paralytic gait
R26.2,"Difficulty in walking, not elsewhere classified"
R26.3,Immobility
R26.8,Other and unspecified abnormalities of gait and mobility
R27,Other lack of coordination
R27.0,"Ataxia, unspecified"
R27.8,Other and unspecified lack of coordination
R29,Other symptoms and signs involving the nervous and musculoskeletal systems
R29.0,Tetany
R29.1,Meningismus
R29.2,Abnormal reflex
R29.3,Abnormal posture
R29.4,Clicking hip
R29.6,"Tendency to fall, not elsewhere classified"
R29.8,Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems
R30,Pain associated with micturition
R30.0,Dysuria
R30.1,Vesical tenesmus
R30.9,"Painful micturition, unspecified"
R31,Unspecified haematuria
R32,Unspecified urinary incontinence
R33,Retention of urine
R34,Anuria and oliguria
R35,Polyuria
R36,Urethral discharge
R39,Other symptoms and signs involving the urinary system
R39.0,Extravasation of urine
R39.1,Other difficulties with micturition
R39.2,Extrarenal uraemia
R39.8,Other and unspecified symptoms and signs involving the urinary system
R40,"Somnolence, stupor and coma"
R40.0,Somnolence
R40.1,Stupor
R40.2,"Coma, unspecified"
R41,Other symptoms and signs involving cognitive functions and awareness
R41.0,"Disorientation, unspecified"
R41.1,Anterograde amnesia
R41.2,Retrograde amnesia
R41.3,Other amnesia
R41.8,Other and unspecified symptoms and signs involving cognitive functions and awareness
R42,Dizziness and giddiness
R43,Disturbances of smell and taste
R43.0,Anosmia
R43.1,Parosmia
R43.2,Parageusia
R43.8,Other and unspecified disturbances of smell and taste
R44,Other symptoms and signs involving general sensations and perceptions
R44.0,Auditory hallucinations
R44.1,Visual hallucinations
R44.2,Other hallucinations
R44.3,"Hallucinations, unspecified"
R44.8,Other and unspecified symptoms and signs involving general sensations and perceptions
R45,Symptoms and signs involving emotional state
R45.0,Nervousness
R45.1,Restlessness and agitation
R45.2,Unhappiness
R45.3,Demoralization and apathy
R45.4,Irritability and anger
R45.5,Hostility
R45.6,Physical violence
R45.7,"State of emotional shock and stress, unspecified"
R45.8,Other symptoms and signs involving emotional state
R46,Symptoms and signs involving appearance and behaviour
R46.0,Very low level of personal hygiene
R46.1,Bizarre personal appearance
R46.2,Strange and inexplicable behaviour
R46.3,Overactivity
R46.4,Slowness and poor responsiveness
R46.5,Suspiciousness and marked evasiveness
R46.6,Undue concern and preoccupation with stressful events
R46.7,Verbosity and circumstantial detail obscuring reason for contact
R46.8,Other symptoms and signs involving appearance and behaviour
R47,"Speech disturbances, not elsewhere classified"
R47.0,Dysphasia and aphasia
R47.1,Dysarthria and anarthria
R47.8,Other and unspecified speech disturbances
R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified"
R48.0,Dyslexia and alexia
R48.1,Agnosia
R48.2,Apraxia
R48.8,Other and unspecified symbolic dysfunctions
R49,Voice disturbances
R49.0,Dysphonia
R49.1,Aphonia
R49.2,Hypernasality and hyponasality
R49.8,Other and unspecified voice disturbances
R50,Fever of other and unknown origin
R50.2,Drug-induced fever
R50.8,Other specified fever
R50.9,"Fever, unspecified"
R51,Headache
R52,"Pain, not elsewhere classified"
R52.0,Acute pain
R52.1,Chronic intractable pain
R52.2,Other chronic pain
R52.9,"Pain, unspecified"
R53,Malaise and fatigue
R55,Syncope and collapse
R56,"Convulsions, not elsewhere classified"
R56.0,Febrile convulsions
R56.8,Other and unspecified convulsions
R57,"Shock, not elsewhere classified"
R57.0,Cardiogenic shock
R57.1,Hypovolaemic shock
R57.2,Septic shock
R57.8,Other shock
R57.9,"Shock, unspecified"
R58,"Haemorrhage, not elsewhere classified"
R59,Enlarged lymph nodes
R59.0,Localized enlarged lymph nodes
R59.1,Generalized enlarged lymph nodes
R59.9,"Enlarged lymph nodes, unspecified"
R60,"Oedema, not elsewhere classified"
R60.0,Localized oedema
