code,term
F01,Vascular dementia
F01.0,Vascular dementia of acute onset
F01.1,Multi-infarct dementia
F01.2,Subcortical vascular dementia
F01.3,Mixed cortical and subcortical vascular dementia
F01.8,Other vascular dementia
F01.9,"Vascular dementia, unspecified"
F03,Unspecified dementia
G01,Meningitis in bacterial diseases classified elsewhere
G02,Meningitis in other infectious and parasitic diseases classified elsewhere
G02.0,Meningitis in viral diseases classified elsewhere
G02.1,Meningitis in mycoses
G02.8,Meningitis in other specified infectious and parasitic diseases classified elsewhere
G04,"Encephalitis, myelitis and encephalomyelitis"
G04.0,Acute disseminated encephalitis
G04.1,Human T-cell lymphotropic virus associated myelopathy
G04.2,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"
G04.8,"Other encephalitis, myelitis and encephalomyelitis"
G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified"
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
G05.0,"Encephalitis, myelitis and encephalomyelitis in bacterial diseases classified elsewhere"
G05.1,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere"
G05.2,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere"
G05.8,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere"
G06,Intracranial and intraspinal abscess and granuloma
G06.0,Intracranial abscess and granuloma
G06.1,Intraspinal abscess and granuloma
G06.2,"Extradural and subdural abscess, unspecified"
G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere
G08,Intracranial and intraspinal phlebitis and thrombophlebitis
G09,Sequelae of inflammatory diseases of central nervous system
G10,Huntington disease
G11,Hereditary ataxia
G11.0,Congenital nonprogressive ataxia
G11.1,Early-onset cerebellar ataxia
G11.2,Late-onset cerebellar ataxia
G11.3,Cerebellar ataxia with defective DNA repair
G11.4,Hereditary spastic paraplegia
G11.8,Other hereditary ataxias
G11.9,"Hereditary ataxia, unspecified"
G12,Spinal muscular atrophy and related syndromes
G12.0,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]"
G12.1,Other inherited spinal muscular atrophy
G12.2,Motor neuron disease
G12.8,Other spinal muscular atrophies and related syndromes
G12.9,"Spinal muscular atrophy, unspecified"
G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
G13.0,Paraneoplastic neuromyopathy and neuropathy
G13.1,Other systemic atrophy primarily affecting central nervous system in neoplastic disease
G13.2,Systemic atrophy primarily affecting central nervous system in myxoedema
G13.8,Systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere
G14,Postpolio syndrome
G20,Parkinson disease
G21,Secondary parkinsonism
G21.0,Malignant neuroleptic syndrome
G21.1,Other drug-induced secondary parkinsonism
G21.2,Secondary parkinsonism due to other external agents
G21.3,Postencephalitic parkinsonism
G21.4,Vascular parkinsonism
G21.8,Other secondary parkinsonism
G21.9,"Secondary parkinsonism, unspecified"
G22,Parkinsonism in diseases classified elsewhere
G23,Other degenerative diseases of basal ganglia
G23.0,Hallervorden-Spatz disease
G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]
G23.2,"Multiple system atrophy, parkinsonian type [MSA-P]"
G23.3,"Multiple system atrophy, cerebellar type [MSA-C]"
G23.8,Other specified degenerative diseases of basal ganglia
G23.9,"Degenerative disease of basal ganglia, unspecified"
G24,Dystonia
G24.0,Drug-induced dystonia
G24.1,Idiopathic familial dystonia
G24.2,Idiopathic nonfamilial dystonia
G24.3,Spasmodic torticollis
G24.4,Idiopathic orofacial dystonia
G24.5,Blepharospasm
G24.8,Other dystonia
G24.9,"Dystonia, unspecified"
G25,Other extrapyramidal and movement disorders
G25.0,Essential tremor
G25.1,Drug-induced tremor
G25.2,Other specified forms of tremor
G25.3,Myoclonus
G25.4,Drug-induced chorea
G25.5,Other chorea
G25.6,Drug-induced tics and other tics of organic origin
G25.8,Other specified extrapyramidal and movement disorders
G25.9,"Extrapyramidal and movement disorder, unspecified"
G26,Extrapyramidal and movement disorders in diseases classified elsewhere
G30,Alzheimer disease
G30.0,Alzheimer disease with early onset
G30.1,Alzheimer disease with late onset
G30.8,Other Alzheimer disease
G30.9,"Alzheimer disease, unspecified"
G31,"Other degenerative diseases of nervous system, not elsewhere classified"
G31.0,Circumscribed brain atrophy
G31.1,"Senile degeneration of brain, not elsewhere classified"
G31.2,Degeneration of nervous system due to alcohol
G31.8,Other specified degenerative diseases of nervous system
G31.9,"Degenerative disease of nervous system, unspecified"
G32,Other degenerative disorders of nervous system in diseases classified elsewhere
G32.0,Subacute combined degeneration of spinal cord in diseases classified elsewhere
G32.8,Other specified degenerative disorders of nervous system in diseases classified elsewhere
G35,Multiple sclerosis
G36,Other acute disseminated demyelination
G36.0,Neuromyelitis optica [Devic]
G36.1,Acute and subacute haemorrhagic leukoencephalitis [Hurst]
G36.8,Other specified acute disseminated demyelination
G36.9,"Acute disseminated demyelination, unspecified"
